Time,Humidity,Temperature,HumidifierPower
Sun Mar  3 19:28:28 2019,93.0,26.2,0.0
Sun Mar  3 19:28:28 2019,93.0,26.2,0.0
Sun Mar  3 19:28:29 2019,93.0,26.2,0.0
Sun Mar  3 19:28:29 2019,93.0,26.3,0.0
Sun Mar  3 19:28:30 2019,93.0,26.2,0.0
Sun Mar  3 19:28:31 2019,93.0,26.2,0.0
Sun Mar  3 19:28:31 2019,93.0,26.3,0.0
Sun Mar  3 19:28:34 2019,93.0,26.2,0.0
Sun Mar  3 19:28:38 2019,93.0,26.2,0.0
Sun Mar  3 19:28:38 2019,93.0,26.2,0.0
Sun Mar  3 19:28:39 2019,93.0,26.2,0.0
Sun Mar  3 19:28:42 2019,93.0,26.3,0.0
Sun Mar  3 19:28:45 2019,93.0,26.2,0.0
Sun Mar  3 19:28:46 2019,93.0,26.3,0.0
Sun Mar  3 19:28:46 2019,93.0,26.2,0.0
Sun Mar  3 19:28:47 2019,93.0,26.2,0.0
Sun Mar  3 19:28:47 2019,93.0,26.2,0.0
Sun Mar  3 19:28:48 2019,93.0,26.3,0.0
Sun Mar  3 19:28:49 2019,93.0,26.2,0.0
Sun Mar  3 19:28:49 2019,93.0,26.2,0.0
Sun Mar  3 19:28:50 2019,93.0,26.2,0.0
Sun Mar  3 19:28:50 2019,93.0,26.2,0.0
Sun Mar  3 19:28:51 2019,93.0,26.2,0.0
Sun Mar  3 19:28:52 2019,93.0,26.2,0.0
Sun Mar  3 19:28:52 2019,93.0,26.2,0.0
Sun Mar  3 19:28:53 2019,93.0,26.2,0.0
Sun Mar  3 19:28:53 2019,93.0,26.2,0.0
Sun Mar  3 19:28:54 2019,93.0,26.2,0.0
Sun Mar  3 19:28:55 2019,93.0,26.2,0.0
Sun Mar  3 19:28:55 2019,93.0,26.2,0.0
Sun Mar  3 19:28:56 2019,93.0,26.2,0.0
Sun Mar  3 19:28:59 2019,93.0,26.2,0.0
Sun Mar  3 19:29:00 2019,93.0,26.2,0.0
Sun Mar  3 19:29:00 2019,93.0,26.3,0.0
Sun Mar  3 19:29:01 2019,93.0,26.2,0.0
Sun Mar  3 19:29:01 2019,93.0,26.2,0.0
Sun Mar  3 19:29:02 2019,93.0,26.2,0.0
Sun Mar  3 19:29:02 2019,93.0,26.2,0.0
Sun Mar  3 19:29:03 2019,93.0,26.2,0.0
Sun Mar  3 19:29:04 2019,93.0,26.3,0.0
Sun Mar  3 19:29:04 2019,93.0,26.2,0.0
Sun Mar  3 19:29:05 2019,93.0,26.2,0.0
Sun Mar  3 19:29:08 2019,93.0,26.2,0.0
Sun Mar  3 19:29:09 2019,93.0,26.3,0.0
Sun Mar  3 19:29:09 2019,93.0,26.2,0.0
Sun Mar  3 19:29:10 2019,93.0,26.2,0.0
Sun Mar  3 19:29:10 2019,93.0,26.2,0.0
